"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Swaziland","2002","Articles of rare earths/metals nes","Import","463","84","Weight in kilograms","84"
"Swaziland","2002","Articles of rare earths/metals nes","Export","335","1","Weight in kilograms","1"
"Swaziland","2001","Articles of rare earths/metals nes","Import","2035","95","Weight in kilograms","95"
"Swaziland","2000","Articles of rare earths/metals nes","Import","1077","9","Weight in kilograms","9"
"Sweden","2018","Articles of rare earths/metals nes","Import","3650870.95739","53143.3033348689","Weight in kilograms","53143.3033348689"
"Sweden","2018","Articles of rare earths/metals nes","Export","400796.23676","","Weight in kilograms","1583.43732952543"
"Sweden","2017","Articles of rare earths/metals nes","Import","723664.29492","","Weight in kilograms","11292.8877697722"
"Sweden","2017","Articles of rare earths/metals nes","Export","160423.99246","","Weight in kilograms","596.855453703907"
"Sweden","2016","Articles of rare earths/metals nes","Import","1011440.085","","Weight in kilograms","19345.9961000775"
"Sweden","2016","Articles of rare earths/metals nes","Export","343935.74185","","Weight in kilograms","10785.7093379745"
"Sweden","2015","Articles of rare earths/metals nes","Export","43762","","No Quantity",""
"Sweden","2015","Articles of rare earths/metals nes","Import","1988738","13625","Weight in kilograms","13625"
"Sweden","2014","Articles of rare earths/metals nes","Export","10083","","No Quantity",""
"Sweden","2014","Articles of rare earths/metals nes","Import","1803315","32705","Weight in kilograms","32705"
"Sweden","2013","Articles of rare earths/metals nes","Export","41920","","No Quantity",""
"Sweden","2013","Articles of rare earths/metals nes","Import","2575465","4274","Weight in kilograms","4274"
"Sweden","2012","Articles of rare earths/metals nes","Import","1798515","","No Quantity",""
"Sweden","2012","Articles of rare earths/metals nes","Export","43986","5353","Weight in kilograms","5353"
"Sweden","2011","Articles of rare earths/metals nes","Export","75391","","No Quantity",""
"Sweden","2011","Articles of rare earths/metals nes","Import","2081039","4364","Weight in kilograms","4364"
"Sweden","2010","Articles of rare earths/metals nes","Export","47323","","No Quantity",""
"Sweden","2010","Articles of rare earths/metals nes","Import","863442","5694","Weight in kilograms","5694"
"Sweden","2009","Articles of rare earths/metals nes","Export","38644","","No Quantity",""
"Sweden","2009","Articles of rare earths/metals nes","Import","1263049","1814","Weight in kilograms","1814"
"Sweden","2008","Articles of rare earths/metals nes","Export","12164","","No Quantity",""
"Sweden","2008","Articles of rare earths/metals nes","Import","3080506","4315","Weight in kilograms","4315"
"Sweden","2007","Articles of rare earths/metals nes","Import","4954085","20012","Weight in kilograms","20012"
"Sweden","2007","Articles of rare earths/metals nes","Export","54137","8343","Weight in kilograms","8343"
"Sweden","2006","Articles of rare earths/metals nes","Import","1836970","8382","Weight in kilograms","8382"
"Sweden","2006","Articles of rare earths/metals nes","Export","39790","348","Weight in kilograms","348"
"Sweden","2005","Articles of rare earths/metals nes","Import","794996","2492","Weight in kilograms","2492"
"Sweden","2005","Articles of rare earths/metals nes","Export","200961","32278","Weight in kilograms","32278"
"Sweden","2004","Articles of rare earths/metals nes","Import","657623","2592","Weight in kilograms","2592"
"Sweden","2004","Articles of rare earths/metals nes","Export","25493","57108","Weight in kilograms","57108"
"Sweden","2003","Articles of rare earths/metals nes","Import","1646635","8619","Weight in kilograms","8619"
"Sweden","2003","Articles of rare earths/metals nes","Export","59275","6248","Weight in kilograms","6248"
"Sweden","2002","Articles of rare earths/metals nes","Import","438025","4666","Weight in kilograms","4666"
"Sweden","2002","Articles of rare earths/metals nes","Export","13488","3447","Weight in kilograms","3447"
"Sweden","2001","Articles of rare earths/metals nes","Import","1202751","5174","Weight in kilograms","5174"
"Sweden","2001","Articles of rare earths/metals nes","Export","87526","3228","Weight in kilograms","3228"
"Sweden","2000","Articles of rare earths/metals nes","Import","922310","3657","Weight in kilograms","3657"
"Sweden","2000","Articles of rare earths/metals nes","Export","210176","4120","Weight in kilograms","4120"
"Sweden","1999","Articles of rare earths/metals nes","Import","300001","0","No Quantity","0"
"Sweden","1999","Articles of rare earths/metals nes","Export","533793","0","No Quantity","0"
"Sweden","1998","Articles of rare earths/metals nes","Export","1636","0","No Quantity","0"
"Sweden","1998","Articles of rare earths/metals nes","Import","594183","12931","Weight in kilograms","12931"
"Sweden","1997","Articles of rare earths/metals nes","Export","3145","0","No Quantity","0"
"Sweden","1997","Articles of rare earths/metals nes","Import","797540","12415","Weight in kilograms","12415"
"Sweden","1996","Articles of rare earths/metals nes","Import","426317","0","No Quantity","0"
"Sweden","1996","Articles of rare earths/metals nes","Export","8352","0","No Quantity","0"
"Sweden","1995","Articles of rare earths/metals nes","Export","17991","0","No Quantity","0"
"Sweden","1995","Articles of rare earths/metals nes","Import","719138","6151","Weight in kilograms","6151"
"Sweden","1994","Articles of rare earths/metals nes","Export","90149","0","No Quantity","0"
"Sweden","1994","Articles of rare earths/metals nes","Import","402605","52000","Weight in kilograms","52000"
"Sweden","1993","Articles of rare earths/metals nes","Export","19645","0","No Quantity","0"
"Sweden","1993","Articles of rare earths/metals nes","Import","469279","8000","Weight in kilograms","8000"
"Sweden","1992","Articles of rare earths/metals nes","Export","1545","0","No Quantity","0"
"Sweden","1992","Articles of rare earths/metals nes","Import","482836","5000","Weight in kilograms","5000"
"Switzerland","2019","Articles of rare earths/metals nes","Import","3885493.865862","24659.4768669135","Weight in kilograms","24659.4768669135"
"Switzerland","2019","Articles of rare earths/metals nes","Export","599827.59100392","508.280157203405","Weight in kilograms","508.280157203405"
"Switzerland","2018","Articles of rare earths/metals nes","Import","3914192.60559432","13724.776728155","Weight in kilograms","13724.776728155"
"Switzerland","2018","Articles of rare earths/metals nes","Export","767991.37530906","4095.18350431378","Weight in kilograms","4095.18350431378"
"Switzerland","2017","Articles of rare earths/metals nes","Import","5287864.76698986","19002.9454414195","Weight in kilograms","19002.9454414195"
"Switzerland","2017","Articles of rare earths/metals nes","Export","611305.10715022","1365.19127924997","Weight in kilograms","1365.19127924997"
"Switzerland","2016","Articles of rare earths/metals nes","Import","6741977","26362","Weight in kilograms","26362"
"Switzerland","2016","Articles of rare earths/metals nes","Export","250180","502","Weight in kilograms","502"
"Switzerland","2015","Articles of rare earths/metals nes","Import","5516294","16620","Weight in kilograms","16620"
"Switzerland","2015","Articles of rare earths/metals nes","Export","448164","1579","Weight in kilograms","1579"
"Switzerland","2014","Articles of rare earths/metals nes","Import","5921042","13515","Weight in kilograms","13515"
"Switzerland","2014","Articles of rare earths/metals nes","Export","320755","563","Weight in kilograms","563"
"Switzerland","2013","Articles of rare earths/metals nes","Import","3714681","10567","Weight in kilograms","10567"
"Switzerland","2013","Articles of rare earths/metals nes","Export","706491","1512","Weight in kilograms","1512"
"Switzerland","2012","Articles of rare earths/metals nes","Import","2055741","7313","Weight in kilograms","7313"
"Switzerland","2012","Articles of rare earths/metals nes","Export","390490","819","Weight in kilograms","819"
"Switzerland","2011","Articles of rare earths/metals nes","Import","2667548","15485","Weight in kilograms","15485"
"Switzerland","2011","Articles of rare earths/metals nes","Export","1215224","1684","Weight in kilograms","1684"
"Switzerland","2010","Articles of rare earths/metals nes","Import","3030310","7415","Weight in kilograms","7415"
"Switzerland","2010","Articles of rare earths/metals nes","Export","987627","1504","Weight in kilograms","1504"
"Switzerland","2009","Articles of rare earths/metals nes","Import","2240203","8385","Weight in kilograms","8385"
"Switzerland","2009","Articles of rare earths/metals nes","Export","1118250","3804","Weight in kilograms","3804"
"Switzerland","2008","Articles of rare earths/metals nes","Import","3847369","9712","Weight in kilograms","9712"
"Switzerland","2008","Articles of rare earths/metals nes","Export","3006929","4590","Weight in kilograms","4590"
"Switzerland","2007","Articles of rare earths/metals nes","Import","2850329","6955","Weight in kilograms","6955"
"Switzerland","2007","Articles of rare earths/metals nes","Export","2746080","4320","Weight in kilograms","4320"
"Switzerland","2006","Articles of rare earths/metals nes","Import","1332461","4817","Weight in kilograms","4817"
"Switzerland","2006","Articles of rare earths/metals nes","Export","3807734","11464","Weight in kilograms","11464"
"Switzerland","2005","Articles of rare earths/metals nes","Import","1046274","5656","Weight in kilograms","5656"
"Switzerland","2005","Articles of rare earths/metals nes","Export","1505227","4325","Weight in kilograms","4325"
"Switzerland","2004","Articles of rare earths/metals nes","Import","2112418","8490","Weight in kilograms","8490"
"Switzerland","2004","Articles of rare earths/metals nes","Export","1109514","2196","Weight in kilograms","2196"
"Switzerland","2003","Articles of rare earths/metals nes","Import","1098843","4351","Weight in kilograms","4351"
"Switzerland","2003","Articles of rare earths/metals nes","Export","1677069","10819","Weight in kilograms","10819"
"Switzerland","2002","Articles of rare earths/metals nes","Import","988495","6847","Weight in kilograms","6847"
"Switzerland","2002","Articles of rare earths/metals nes","Export","614492","13797","Weight in kilograms","13797"
"Switzerland","2001","Articles of rare earths/metals nes","Import","403971","3300","Weight in kilograms","3300"
"Switzerland","2001","Articles of rare earths/metals nes","Export","515900","11518","Weight in kilograms","11518"
"Switzerland","2000","Articles of rare earths/metals nes","Import","338401","3751","Weight in kilograms","3751"
"Switzerland","2000","Articles of rare earths/metals nes","Export","578854","10783","Weight in kilograms","10783"
"Switzerland","1999","Articles of rare earths/metals nes","Import","278287","733","Weight in kilograms","733"
"Switzerland","1999","Articles of rare earths/metals nes","Export","911027","14908","Weight in kilograms","14908"
"Switzerland","1998","Articles of rare earths/metals nes","Import","182887","709","Weight in kilograms","709"
"Switzerland","1998","Articles of rare earths/metals nes","Export","927214","14614","Weight in kilograms","14614"
"Switzerland","1997","Articles of rare earths/metals nes","Import","167068","820","Weight in kilograms","820"
"Switzerland","1997","Articles of rare earths/metals nes","Export","991053","13765","Weight in kilograms","13765"
"Switzerland","1996","Articles of rare earths/metals nes","Import","125995","437","Weight in kilograms","437"
"Switzerland","1996","Articles of rare earths/metals nes","Export","344075","3488","Weight in kilograms","3488"
"Switzerland","1995","Articles of rare earths/metals nes","Import","320634","658","Weight in kilograms","658"
"Switzerland","1995","Articles of rare earths/metals nes","Export","316675","752","Weight in kilograms","752"
"Switzerland","1994","Articles of rare earths/metals nes","Import","229950","614","Weight in kilograms","614"
"Switzerland","1994","Articles of rare earths/metals nes","Export","116176","195","Weight in kilograms","195"
"Switzerland","1993","Articles of rare earths/metals nes","Import","244935","850","Weight in kilograms","850"
"Switzerland","1993","Articles of rare earths/metals nes","Export","104897","132","Weight in kilograms","132"
"Switzerland","1992","Articles of rare earths/metals nes","Import","310566","2387","Weight in kilograms","2387"
"Switzerland","1992","Articles of rare earths/metals nes","Export","94274","66","Weight in kilograms","66"
"Switzerland","1991","Articles of rare earths/metals nes","Export","73170","0","No Quantity","0"
"Switzerland","1991","Articles of rare earths/metals nes","Import","271402","980","Weight in kilograms","980"
"Switzerland","1990","Articles of rare earths/metals nes","Import","178983","229","Weight in kilograms","229"
"Switzerland","1990","Articles of rare earths/metals nes","Export","99487","59","Weight in kilograms","59"
"Switzerland","1989","Articles of rare earths/metals nes","Import","111568","262","Weight in kilograms","262"
"Switzerland","1989","Articles of rare earths/metals nes","Export","4352372","10410","Weight in kilograms","10410"
"Switzerland","1988","Articles of rare earths/metals nes","Import","512420","2095","Weight in kilograms","2095"
"Switzerland","1988","Articles of rare earths/metals nes","Export","4869850","8860","Weight in kilograms","8860"
"Syria","2010","Articles of rare earths/metals nes","Import","25262","9320","Weight in kilograms","9320"
"Syria","2009","Articles of rare earths/metals nes","Import","14915","79","Weight in kilograms","79"
"Syria","2003","Articles of rare earths/metals nes","Import","40624","13450","Weight in kilograms","13450"
"TFYR of Macedonia","2007","Articles of rare earths/metals nes","Import","453","0","Weight in kilograms","0"
"TFYR of Macedonia","2005","Articles of rare earths/metals nes","Import","514","0","Weight in kilograms","0"
"TFYR of Macedonia","2005","Articles of rare earths/metals nes","Export","45174","113","Weight in kilograms","113"
"TFYR of Macedonia","1996","Articles of rare earths/metals nes","Import","4157","105","Weight in kilograms","105"
"TFYR of Macedonia","1994","Articles of rare earths/metals nes","Import","8002","50","Weight in kilograms","50"
"Thailand","2018","Articles of rare earths/metals nes","Import","4150655.71","14907.6806967916","Weight in kilograms","14907.6806967916"
"Thailand","2018","Articles of rare earths/metals nes","Export","2191673.88","7875.83075067397","Weight in kilograms","7875.83075067397"
"Thailand","2017","Articles of rare earths/metals nes","Import","1281869.74","11922.8992589594","Weight in kilograms","11922.8992589594"
"Thailand","2017","Articles of rare earths/metals nes","Export","227607.8","1244.29398098426","Weight in kilograms","1244.29398098426"
"Thailand","2016","Articles of rare earths/metals nes","Import","828380.55","6818.49963547282","Weight in kilograms","6818.49963547282"
"Thailand","2016","Articles of rare earths/metals nes","Export","144450.32","1441.48020797346","Weight in kilograms","1441.48020797346"
"Thailand","2016","Articles of rare earths/metals nes","Re-Export","29599.98","200","Weight in kilograms","200"
"Thailand","2016","Articles of rare earths/metals nes","Re-Import","26599.99","200","Weight in kilograms","200"
"Thailand","2015","Articles of rare earths/metals nes","Import","1077154.65","81217.5646034865","Weight in kilograms","81217.5646034865"
"Thailand","2015","Articles of rare earths/metals nes","Export","13518.57","1231","Weight in kilograms","1231"
"Thailand","2014","Articles of rare earths/metals nes","Import","1071069","75017","Weight in kilograms","75017"
"Thailand","2014","Articles of rare earths/metals nes","Export","58323","124","Weight in kilograms","124"
"Thailand","2013","Articles of rare earths/metals nes","Export","27","","No Quantity",""
"Thailand","2013","Articles of rare earths/metals nes","Import","909144","99428","Weight in kilograms","99428"
"Thailand","2012","Articles of rare earths/metals nes","Re-Import","49","","No Quantity",""
"Thailand","2012","Articles of rare earths/metals nes","Import","299195","25025","Weight in kilograms","25025"
"Thailand","2012","Articles of rare earths/metals nes","Export","60739","377","Weight in kilograms","377"
"Thailand","2011","Articles of rare earths/metals nes","Import","973647","72783","Weight in kilograms","72783"
"Thailand","2011","Articles of rare earths/metals nes","Export","7320","218","Weight in kilograms","218"
"Thailand","2010","Articles of rare earths/metals nes","Import","1083070","75298","Weight in kilograms","75298"
"Thailand","2010","Articles of rare earths/metals nes","Export","45861","431","Weight in kilograms","431"
"Thailand","2009","Articles of rare earths/metals nes","Import","383937","1580","Weight in kilograms","1580"
"Thailand","2009","Articles of rare earths/metals nes","Export","8773","98","Weight in kilograms","98"
"Thailand","2008","Articles of rare earths/metals nes","Import","528392","45510","Weight in kilograms","45510"
"Thailand","2008","Articles of rare earths/metals nes","Export","4243","267","Weight in kilograms","267"
"Thailand","2007","Articles of rare earths/metals nes","Import","409172","68189","Weight in kilograms","68189"
"Thailand","2007","Articles of rare earths/metals nes","Export","2171","146","Weight in kilograms","146"
"Thailand","2006","Articles of rare earths/metals nes","Import","214438","41867","Weight in kilograms","41867"
"Thailand","2006","Articles of rare earths/metals nes","Export","31304","72","Weight in kilograms","72"
"Thailand","2005","Articles of rare earths/metals nes","Import","34783","24502","Weight in kilograms","24502"
"Thailand","2004","Articles of rare earths/metals nes","Import","13410","68","Weight in kilograms","68"
"Thailand","2004","Articles of rare earths/metals nes","Export","50","50","Weight in kilograms","50"
"Thailand","2003","Articles of rare earths/metals nes","Import","25043","141","Weight in kilograms","141"
"Thailand","2002","Articles of rare earths/metals nes","Import","68815","4117","Weight in kilograms","4117"
"Thailand","2002","Articles of rare earths/metals nes","Export","36434","2866","Weight in kilograms","2866"
"Thailand","2001","Articles of rare earths/metals nes","Import","128356","4459","Weight in kilograms","4459"
"Thailand","2000","Articles of rare earths/metals nes","Import","10498","144","Weight in kilograms","144"
"Thailand","2000","Articles of rare earths/metals nes","Export","126","10","Weight in kilograms","10"
"Thailand","1999","Articles of rare earths/metals nes","Import","17624","112","Weight in kilograms","112"
"Thailand","1999","Articles of rare earths/metals nes","Export","343","34","Weight in kilograms","34"
"Thailand","1998","Articles of rare earths/metals nes","Import","6172","39","Weight in kilograms","39"
"Thailand","1998","Articles of rare earths/metals nes","Export","16","50","Weight in kilograms","50"
"Thailand","1997","Articles of rare earths/metals nes","Import","13693","232","Weight in kilograms","232"
"Thailand","1996","Articles of rare earths/metals nes","Import","51002","1201","Weight in kilograms","1201"
"Thailand","1995","Articles of rare earths/metals nes","Import","29373","4590","Weight in kilograms","4590"
"Thailand","1995","Articles of rare earths/metals nes","Export","173","51","Weight in kilograms","51"
"Thailand","1994","Articles of rare earths/metals nes","Import","176","0","No Quantity","0"
"Thailand","1994","Articles of rare earths/metals nes","Export","3588","97","Weight in kilograms","97"
"Thailand","1993","Articles of rare earths/metals nes","Import","2476","9","Weight in kilograms","9"
"Thailand","1992","Articles of rare earths/metals nes","Import","7418","12","Weight in kilograms","12"
"Thailand","1991","Articles of rare earths/metals nes","Import","39","0","No Quantity","0"
"Thailand","1990","Articles of rare earths/metals nes","Import","4907","6","Weight in kilograms","6"
"Thailand","1989","Articles of rare earths/metals nes","Import","67","0","No Quantity","0"
"Thailand","1988","Articles of rare earths/metals nes","Import","1150","12","Weight in kilograms","12"
"Timor-Leste","2017","Articles of rare earths/metals nes","Import","5917.74","4811","Weight in kilograms","4811"
"Timor-Leste","2017","Articles of rare earths/metals nes","Export","4198.79","26659","Weight in kilograms","26659"
"Timor-Leste","2013","Articles of rare earths/metals nes","Import","67231","31611","Weight in kilograms","31611"
"Timor-Leste","2005","Articles of rare earths/metals nes","Import","38512","245","Weight in kilograms","245"
"Timor-Leste","2005","Articles of rare earths/metals nes","Export","4575","40","Weight in kilograms","40"
"Timor-Leste","2005","Articles of rare earths/metals nes","Re-Export","4575","40","Weight in kilograms","40"
"Timor-Leste","2004","Articles of rare earths/metals nes","Import","1651","11","Weight in kilograms","11"
"Timor-Leste","2004","Articles of rare earths/metals nes","Export","1063476","9305","Weight in kilograms","9305"
"Timor-Leste","2004","Articles of rare earths/metals nes","Re-Export","1063476","9305","Weight in kilograms","9305"
"Togo","2007","Articles of rare earths/metals nes","Import","8576","17480","Weight in kilograms","17480"
"Togo","1998","Articles of rare earths/metals nes","Import","213","4","Weight in kilograms","4"
"Trinidad and Tobago","2014","Articles of rare earths/metals nes","Import","5490","294","Weight in kilograms","294"
"Trinidad and Tobago","2013","Articles of rare earths/metals nes","Import","74","4","Weight in kilograms","4"
"Trinidad and Tobago","2011","Articles of rare earths/metals nes","Import","191","10","Weight in kilograms","10"
"Trinidad and Tobago","2010","Articles of rare earths/metals nes","Import","501","54","Weight in kilograms","54"
"Trinidad and Tobago","2007","Articles of rare earths/metals nes","Import","56","2","Weight in kilograms","2"
"Trinidad and Tobago","2006","Articles of rare earths/metals nes","Import","2699","154","Weight in kilograms","154"
"Trinidad and Tobago","2004","Articles of rare earths/metals nes","Import","110","3","Weight in kilograms","3"
"Trinidad and Tobago","2003","Articles of rare earths/metals nes","Import","1926","229","Weight in kilograms","229"
"Trinidad and Tobago","2000","Articles of rare earths/metals nes","Import","27908","226","Weight in kilograms","226"
"Trinidad and Tobago","1997","Articles of rare earths/metals nes","Import","13","1","Weight in kilograms","1"
"Trinidad and Tobago","1995","Articles of rare earths/metals nes","Import","109","28","Weight in kilograms","28"
"Trinidad and Tobago","1993","Articles of rare earths/metals nes","Import","138","3","Weight in kilograms","3"
"Trinidad and Tobago","1991","Articles of rare earths/metals nes","Import","112","0","No Quantity","0"
"Tunisia","2017","Articles of rare earths/metals nes","Export","5693.884826325","20","Weight in kilograms","20"
"Tunisia","2016","Articles of rare earths/metals nes","Export","210","77","Weight in kilograms","77"
"Tunisia","2015","Articles of rare earths/metals nes","Import","1022","3","Weight in kilograms","3"
"Tunisia","2015","Articles of rare earths/metals nes","Export","6654","115","Weight in kilograms","115"
"Tunisia","2014","Articles of rare earths/metals nes","Import","90","1","Weight in kilograms","1"
"Tunisia","2013","Articles of rare earths/metals nes","Import","100","1","Weight in kilograms","1"
"Tunisia","2012","Articles of rare earths/metals nes","Import","1222","2","Weight in kilograms","2"
"Tunisia","2011","Articles of rare earths/metals nes","Import","304","1","Weight in kilograms","1"
"Tunisia","2010","Articles of rare earths/metals nes","Import","920","1","Weight in kilograms","1"
"Tunisia","2008","Articles of rare earths/metals nes","Import","588","17","Weight in kilograms","17"
"Tunisia","1999","Articles of rare earths/metals nes","Import","8","1","Weight in kilograms","1"
"Tunisia","1998","Articles of rare earths/metals nes","Import","822","1","Weight in kilograms","1"
"Tunisia","1997","Articles of rare earths/metals nes","Import","742","179","Weight in kilograms","179"
"Tunisia","1996","Articles of rare earths/metals nes","Import","1354","2","Weight in kilograms","2"
"Tunisia","1995","Articles of rare earths/metals nes","Import","6","1","Weight in kilograms","1"
"Tunisia","1993","Articles of rare earths/metals nes","Import","21170","8437","Weight in kilograms","8437"
"Turkey","2018","Articles of rare earths/metals nes","Import","2904815","50526","Weight in kilograms","50526"
"Turkey","2018","Articles of rare earths/metals nes","Export","3394","213","Weight in kilograms","213"
"Turkey","2017","Articles of rare earths/metals nes","Import","1496478","37882","Weight in kilograms","37882"
"Turkey","2017","Articles of rare earths/metals nes","Export","17991","5","Weight in kilograms","5"
"Turkey","2016","Articles of rare earths/metals nes","Import","2440734","143130","Weight in kilograms","143130"
"Turkey","2016","Articles of rare earths/metals nes","Export","20719","6","Weight in kilograms","6"
"Turkey","2015","Articles of rare earths/metals nes","Import","1180845","37726","Weight in kilograms","37726"
"Turkey","2015","Articles of rare earths/metals nes","Export","315","1","Weight in kilograms","1"
"Turkey","2014","Articles of rare earths/metals nes","Import","560258","474","Weight in kilograms","474"
"Turkey","2014","Articles of rare earths/metals nes","Export","722","3","Weight in kilograms","3"
"Turkey","2013","Articles of rare earths/metals nes","Import","477168","322","Weight in kilograms","322"
"Turkey","2013","Articles of rare earths/metals nes","Export","424","2","Weight in kilograms","2"
"Turkey","2012","Articles of rare earths/metals nes","Import","780864","636","Weight in kilograms","636"
"Turkey","2012","Articles of rare earths/metals nes","Export","4487","154","Weight in kilograms","154"
"Turkey","2011","Articles of rare earths/metals nes","Import","711673","536","Weight in kilograms","536"
"Turkey","2010","Articles of rare earths/metals nes","Import","981374","663","Weight in kilograms","663"
"Turkey","2010","Articles of rare earths/metals nes","Export","3344","992","Weight in kilograms","992"
"Turkey","2009","Articles of rare earths/metals nes","Import","3914025","1836","Weight in kilograms","1836"
"Turkey","2009","Articles of rare earths/metals nes","Export","67997","12","Weight in kilograms","12"
"Turkey","2008","Articles of rare earths/metals nes","Import","3405198","1527","Weight in kilograms","1527"
"Turkey","2008","Articles of rare earths/metals nes","Export","2601","3","Weight in kilograms","3"
"Turkey","2007","Articles of rare earths/metals nes","Import","816407","627","Weight in kilograms","627"
"Turkey","2007","Articles of rare earths/metals nes","Export","4967","1688","Weight in kilograms","1688"
"Turkey","2006","Articles of rare earths/metals nes","Import","64058","86","Weight in kilograms","86"
"Turkey","2005","Articles of rare earths/metals nes","Import","159585","327","Weight in kilograms","327"
"Turkey","2004","Articles of rare earths/metals nes","Import","72884","167","Weight in kilograms","167"
"Turkey","2004","Articles of rare earths/metals nes","Export","243","69","Weight in kilograms","69"
"Turkey","2003","Articles of rare earths/metals nes","Import","14374","1128","Weight in kilograms","1128"
"Turkey","2002","Articles of rare earths/metals nes","Import","2705","83","Weight in kilograms","83"
"Turkey","2001","Articles of rare earths/metals nes","Import","13431","77","Weight in kilograms","77"
"Turkey","2001","Articles of rare earths/metals nes","Export","34","10","Weight in kilograms","10"
"Turkey","2000","Articles of rare earths/metals nes","Import","17935","118","Weight in kilograms","118"
"Turkey","2000","Articles of rare earths/metals nes","Export","32","10","Weight in kilograms","10"
"Turkey","1999","Articles of rare earths/metals nes","Import","11078","277","Weight in kilograms","277"
"Turkey","1998","Articles of rare earths/metals nes","Import","9486","91","Weight in kilograms","91"
"Turkey","1997","Articles of rare earths/metals nes","Import","10286","54","Weight in kilograms","54"
"Turkey","1996","Articles of rare earths/metals nes","Import","16878","96","Weight in kilograms","96"
"Turkey","1996","Articles of rare earths/metals nes","Export","805","8","Weight in kilograms","8"
"Turkey","1995","Articles of rare earths/metals nes","Import","82","1","Weight in kilograms","1"
"Turkey","1994","Articles of rare earths/metals nes","Import","3760","15","Weight in kilograms","15"
"Turkey","1993","Articles of rare earths/metals nes","Import","4623","22","Weight in kilograms","22"
"Turkey","1992","Articles of rare earths/metals nes","Import","2562","10","Weight in kilograms","10"
"Turkey","1991","Articles of rare earths/metals nes","Import","3919","97","Weight in kilograms","97"
"Turkey","1990","Articles of rare earths/metals nes","Import","4556","75","Weight in kilograms","75"
"Uganda","2018","Articles of rare earths/metals nes","Import","7612.5","3000","Weight in kilograms","3000"
"Uganda","2014","Articles of rare earths/metals nes","Export","2532","230","Weight in kilograms","230"
"Uganda","2014","Articles of rare earths/metals nes","Re-Export","2500","210","Weight in kilograms","210"
"Uganda","2013","Articles of rare earths/metals nes","Import","2599","11970","Weight in kilograms","11970"
"Uganda","2013","Articles of rare earths/metals nes","Export","7715","8900","Weight in kilograms","8900"
"Uganda","2013","Articles of rare earths/metals nes","Re-Export","5000","2800","Weight in kilograms","2800"
"Uganda","2012","Articles of rare earths/metals nes","Import","8465","37344","Weight in kilograms","37344"
"Uganda","2012","Articles of rare earths/metals nes","Export","331091","40000","Weight in kilograms","40000"
"Uganda","2011","Articles of rare earths/metals nes","Import","2451","634","Weight in kilograms","634"
"Uganda","2011","Articles of rare earths/metals nes","Export","1405","400","Weight in kilograms","400"
"Uganda","2010","Articles of rare earths/metals nes","Import","3065","4398","Weight in kilograms","4398"
"Uganda","2010","Articles of rare earths/metals nes","Export","1810","500","Weight in kilograms","500"
"Uganda","2010","Articles of rare earths/metals nes","Re-Export","816","100","Weight in kilograms","100"
"Uganda","2009","Articles of rare earths/metals nes","Import","1979","1242","Weight in kilograms","1242"
"Uganda","2008","Articles of rare earths/metals nes","Import","5","300","Weight in kilograms","300"
"Uganda","2007","Articles of rare earths/metals nes","Import","734","1078","Weight in kilograms","1078"
"Uganda","2007","Articles of rare earths/metals nes","Export","19","216","Weight in kilograms","216"
"Uganda","2007","Articles of rare earths/metals nes","Re-Export","19","216","Weight in kilograms","216"
"Uganda","2006","Articles of rare earths/metals nes","Import","1013","118","Weight in kilograms","118"
"Uganda","2005","Articles of rare earths/metals nes","Import","90","100","Weight in kilograms","100"
"Uganda","2004","Articles of rare earths/metals nes","Import","1885","2","No Quantity",""
"Uganda","2003","Articles of rare earths/metals nes","Import","538","4","Weight in kilograms","4"
"Uganda","2002","Articles of rare earths/metals nes","Import","1705","250","Weight in kilograms","250"
"Uganda","2001","Articles of rare earths/metals nes","Import","738","170","Weight in kilograms","170"
"Uganda","1996","Articles of rare earths/metals nes","Import","62","27","Weight in kilograms","27"
"Uganda","1995","Articles of rare earths/metals nes","Import","919","30","Weight in kilograms","30"
"Uganda","1994","Articles of rare earths/metals nes","Import","28","202","Weight in kilograms","202"
"Ukraine","2018","Articles of rare earths/metals nes","Import","295298.37","4273.64","Weight in kilograms","4273.64"
"Ukraine","2018","Articles of rare earths/metals nes","Export","4091168.95","12252.55","Weight in kilograms","12252.55"
"Ukraine","2017","Articles of rare earths/metals nes","Import","155222.05","2443.17","Weight in kilograms","2443.17"
"Ukraine","2017","Articles of rare earths/metals nes","Export","5310994.46","22026.14","Weight in kilograms","22026.14"
"Ukraine","2016","Articles of rare earths/metals nes","Import","276253.18","3574.81","Weight in kilograms","3574.81"
"Ukraine","2016","Articles of rare earths/metals nes","Export","2968714.9","13134.55","Weight in kilograms","13134.55"
"Ukraine","2015","Articles of rare earths/metals nes","Import","568090","7735","Weight in kilograms","7735"
"Ukraine","2015","Articles of rare earths/metals nes","Export","2231736","9450","Weight in kilograms","9450"
"Ukraine","2014","Articles of rare earths/metals nes","Import","170091","2005","Weight in kilograms","2005"
"Ukraine","2014","Articles of rare earths/metals nes","Export","2405156","10591","Weight in kilograms","10591"
"Ukraine","2013","Articles of rare earths/metals nes","Import","593460","6330","Weight in kilograms","6330"
"Ukraine","2013","Articles of rare earths/metals nes","Export","5013506","22120","Weight in kilograms","22120"
"Ukraine","2012","Articles of rare earths/metals nes","Import","440249","3234","Weight in kilograms","3234"
