,Country,Year,Commodity,Flow,Trade (USD)
3258,Spain,2015,Articles of rare earths/metals nes,Import,136985.0
3259,Spain,2015,Articles of rare earths/metals nes,Export,222.0
3260,Spain,2014,Articles of rare earths/metals nes,Import,524699.0
3261,Spain,2014,Articles of rare earths/metals nes,Export,261.0
3262,Spain,2013,Articles of rare earths/metals nes,Import,463222.0
3263,Spain,2013,Articles of rare earths/metals nes,Export,119520.0
3264,Spain,2012,Articles of rare earths/metals nes,Import,1025216.0
3265,Spain,2012,Articles of rare earths/metals nes,Export,468914.0
3266,Spain,2011,Articles of rare earths/metals nes,Import,698104.0
3267,Spain,2011,Articles of rare earths/metals nes,Export,423082.0
3268,Spain,2010,Articles of rare earths/metals nes,Import,459872.0
3269,Spain,2010,Articles of rare earths/metals nes,Export,288071.0
3270,Spain,2009,Articles of rare earths/metals nes,Import,869002.0
3271,Spain,2009,Articles of rare earths/metals nes,Export,733655.0
3272,Spain,2008,Articles of rare earths/metals nes,Import,562711.0
3273,Spain,2008,Articles of rare earths/metals nes,Export,295541.0
3274,Spain,2007,Articles of rare earths/metals nes,Import,1350497.0
3275,Spain,2007,Articles of rare earths/metals nes,Export,2007.0
3276,Spain,2006,Articles of rare earths/metals nes,Import,132229.0
3277,Spain,2006,Articles of rare earths/metals nes,Export,130691.0
3278,Spain,2005,Articles of rare earths/metals nes,Import,137387.0
3279,Spain,2004,Articles of rare earths/metals nes,Import,117233.0
3280,Spain,2003,Articles of rare earths/metals nes,Import,177968.0
3281,Spain,2003,Articles of rare earths/metals nes,Export,21356.0
3282,Spain,2002,Articles of rare earths/metals nes,Import,142755.0
3283,Spain,2002,Articles of rare earths/metals nes,Export,16920.0
3284,Spain,2001,Articles of rare earths/metals nes,Import,250521.0
3285,Spain,2000,Articles of rare earths/metals nes,Import,384312.0
3286,Spain,2000,Articles of rare earths/metals nes,Export,26073.0
3287,Spain,1999,Articles of rare earths/metals nes,Import,118248.0
3288,Spain,1999,Articles of rare earths/metals nes,Export,124664.0
3289,Spain,1998,Articles of rare earths/metals nes,Import,50927.0
3290,Spain,1998,Articles of rare earths/metals nes,Export,22218.0
3291,Spain,1997,Articles of rare earths/metals nes,Import,72365.0
3292,Spain,1997,Articles of rare earths/metals nes,Export,30131.0
3293,Spain,1996,Articles of rare earths/metals nes,Export,2280.0
3294,Spain,1996,Articles of rare earths/metals nes,Import,32535.0
3295,Spain,1995,Articles of rare earths/metals nes,Import,63178.0
3296,Spain,1995,Articles of rare earths/metals nes,Export,20763.0
3297,Spain,1994,Articles of rare earths/metals nes,Import,12493.0
3298,Spain,1993,Articles of rare earths/metals nes,Import,68467.0
3299,Spain,1993,Articles of rare earths/metals nes,Export,3060.0
3300,Spain,1992,Articles of rare earths/metals nes,Import,18946.0
3301,Spain,1991,Articles of rare earths/metals nes,Import,20166.0
3302,Spain,1991,Articles of rare earths/metals nes,Export,10505.0
3303,Spain,1990,Articles of rare earths/metals nes,Import,15383.0
3304,Spain,1990,Articles of rare earths/metals nes,Export,1037.0
3305,Spain,1989,Articles of rare earths/metals nes,Import,47003.0
3306,Sri Lanka,2017,Articles of rare earths/metals nes,Import,165.844138
3307,Sri Lanka,2013,Articles of rare earths/metals nes,Import,3.0
3308,Sri Lanka,2010,Articles of rare earths/metals nes,Import,482.0
3309,Sri Lanka,2006,Articles of rare earths/metals nes,Import,861.0
3310,Sri Lanka,2003,Articles of rare earths/metals nes,Import,69.0
3311,Sri Lanka,2003,Articles of rare earths/metals nes,Export,8.0
3312,Sri Lanka,2002,Articles of rare earths/metals nes,Import,99.0
3313,Sri Lanka,2001,Articles of rare earths/metals nes,Import,3.0
3314,Sri Lanka,2000,Articles of rare earths/metals nes,Import,475.0
3315,Sri Lanka,1999,Articles of rare earths/metals nes,Import,224.0
3316,Sri Lanka,1994,Articles of rare earths/metals nes,Import,119.0
3317,Sri Lanka,1992,Articles of rare earths/metals nes,Import,215.0
3318,Sri Lanka,1991,Articles of rare earths/metals nes,Import,78.0
3319,State of Palestine,2015,Articles of rare earths/metals nes,Import,349.0
3320,State of Palestine,2014,Articles of rare earths/metals nes,Import,631.0
3321,State of Palestine,2011,Articles of rare earths/metals nes,Import,360.0
3322,Suriname,2012,Articles of rare earths/metals nes,Import,9331.0
3323,Suriname,2011,Articles of rare earths/metals nes,Import,674.0
3324,Suriname,2010,Articles of rare earths/metals nes,Import,1892.0
3325,Suriname,2007,Articles of rare earths/metals nes,Import,49006.0
3326,Suriname,2004,Articles of rare earths/metals nes,Import,377.0
3327,Suriname,2003,Articles of rare earths/metals nes,Import,2.0
3328,Suriname,2001,Articles of rare earths/metals nes,Import,1.0
3329,Swaziland,2017,Articles of rare earths/metals nes,Import,115.31
3330,Swaziland,2016,Articles of rare earths/metals nes,Import,406.84
3331,Swaziland,2016,Articles of rare earths/metals nes,Export,87.89
3332,Swaziland,2015,Articles of rare earths/metals nes,Import,942.94
3333,Swaziland,2015,Articles of rare earths/metals nes,Export,91.71
3334,Swaziland,2014,Articles of rare earths/metals nes,Import,1700.33
3335,Swaziland,2014,Articles of rare earths/metals nes,Export,139.92
3336,Swaziland,2013,Articles of rare earths/metals nes,Import,2733.78
3337,Swaziland,2013,Articles of rare earths/metals nes,Export,235.68
3338,Swaziland,2007,Articles of rare earths/metals nes,Import,475.0
3339,Swaziland,2007,Articles of rare earths/metals nes,Export,99.0
3340,Swaziland,2007,Articles of rare earths/metals nes,Re-Export,99.0
3341,Swaziland,2006,Articles of rare earths/metals nes,Import,662.0
3342,Swaziland,2006,Articles of rare earths/metals nes,Export,28.0
3343,Swaziland,2005,Articles of rare earths/metals nes,Import,3011.0
3344,Swaziland,2005,Articles of rare earths/metals nes,Export,47.0
3345,Swaziland,2004,Articles of rare earths/metals nes,Import,8153.0
3346,Swaziland,2004,Articles of rare earths/metals nes,Export,72765.0
3347,Swaziland,2004,Articles of rare earths/metals nes,Re-Export,41603.0
3348,Swaziland,2003,Articles of rare earths/metals nes,Import,2650.0
3349,Swaziland,2002,Articles of rare earths/metals nes,Import,463.0
3350,Swaziland,2002,Articles of rare earths/metals nes,Export,335.0
3351,Swaziland,2001,Articles of rare earths/metals nes,Import,2035.0
3352,Swaziland,2000,Articles of rare earths/metals nes,Import,1077.0
3353,Sweden,2018,Articles of rare earths/metals nes,Import,3650870.95739
3354,Sweden,2018,Articles of rare earths/metals nes,Export,400796.23676
3355,Sweden,2017,Articles of rare earths/metals nes,Import,723664.29492
3356,Sweden,2017,Articles of rare earths/metals nes,Export,160423.99245999998
3357,Sweden,2016,Articles of rare earths/metals nes,Import,1011440.085
3358,Sweden,2016,Articles of rare earths/metals nes,Export,343935.74185
3359,Sweden,2015,Articles of rare earths/metals nes,Export,43762.0
3360,Sweden,2015,Articles of rare earths/metals nes,Import,1988738.0
3361,Sweden,2014,Articles of rare earths/metals nes,Export,10083.0
3362,Sweden,2014,Articles of rare earths/metals nes,Import,1803315.0
3363,Sweden,2013,Articles of rare earths/metals nes,Export,41920.0
3364,Sweden,2013,Articles of rare earths/metals nes,Import,2575465.0
3365,Sweden,2012,Articles of rare earths/metals nes,Import,1798515.0
3366,Sweden,2012,Articles of rare earths/metals nes,Export,43986.0
3367,Sweden,2011,Articles of rare earths/metals nes,Export,75391.0
3368,Sweden,2011,Articles of rare earths/metals nes,Import,2081039.0
3369,Sweden,2010,Articles of rare earths/metals nes,Export,47323.0
3370,Sweden,2010,Articles of rare earths/metals nes,Import,863442.0
3371,Sweden,2009,Articles of rare earths/metals nes,Export,38644.0
3372,Sweden,2009,Articles of rare earths/metals nes,Import,1263049.0
3373,Sweden,2008,Articles of rare earths/metals nes,Export,12164.0
3374,Sweden,2008,Articles of rare earths/metals nes,Import,3080506.0
3375,Sweden,2007,Articles of rare earths/metals nes,Import,4954085.0
3376,Sweden,2007,Articles of rare earths/metals nes,Export,54137.0
3377,Sweden,2006,Articles of rare earths/metals nes,Import,1836970.0
3378,Sweden,2006,Articles of rare earths/metals nes,Export,39790.0
3379,Sweden,2005,Articles of rare earths/metals nes,Import,794996.0
3380,Sweden,2005,Articles of rare earths/metals nes,Export,200961.0
3381,Sweden,2004,Articles of rare earths/metals nes,Import,657623.0
3382,Sweden,2004,Articles of rare earths/metals nes,Export,25493.0
3383,Sweden,2003,Articles of rare earths/metals nes,Import,1646635.0
3384,Sweden,2003,Articles of rare earths/metals nes,Export,59275.0
3385,Sweden,2002,Articles of rare earths/metals nes,Import,438025.0
3386,Sweden,2002,Articles of rare earths/metals nes,Export,13488.0
3387,Sweden,2001,Articles of rare earths/metals nes,Import,1202751.0
3388,Sweden,2001,Articles of rare earths/metals nes,Export,87526.0
3389,Sweden,2000,Articles of rare earths/metals nes,Import,922310.0
3390,Sweden,2000,Articles of rare earths/metals nes,Export,210176.0
3391,Sweden,1999,Articles of rare earths/metals nes,Import,300001.0
3392,Sweden,1999,Articles of rare earths/metals nes,Export,533793.0
3393,Sweden,1998,Articles of rare earths/metals nes,Export,1636.0
3394,Sweden,1998,Articles of rare earths/metals nes,Import,594183.0
3395,Sweden,1997,Articles of rare earths/metals nes,Export,3145.0
3396,Sweden,1997,Articles of rare earths/metals nes,Import,797540.0
3397,Sweden,1996,Articles of rare earths/metals nes,Import,426317.0
3398,Sweden,1996,Articles of rare earths/metals nes,Export,8352.0
3399,Sweden,1995,Articles of rare earths/metals nes,Export,17991.0
3400,Sweden,1995,Articles of rare earths/metals nes,Import,719138.0
3401,Sweden,1994,Articles of rare earths/metals nes,Export,90149.0
3402,Sweden,1994,Articles of rare earths/metals nes,Import,402605.0
3403,Sweden,1993,Articles of rare earths/metals nes,Export,19645.0
3404,Sweden,1993,Articles of rare earths/metals nes,Import,469279.0
3405,Sweden,1992,Articles of rare earths/metals nes,Export,1545.0
3406,Sweden,1992,Articles of rare earths/metals nes,Import,482836.0
3407,Switzerland,2019,Articles of rare earths/metals nes,Import,3885493.8658620003
3408,Switzerland,2019,Articles of rare earths/metals nes,Export,599827.59100392
3409,Switzerland,2018,Articles of rare earths/metals nes,Import,3914192.60559432
3410,Switzerland,2018,Articles of rare earths/metals nes,Export,767991.37530906
3411,Switzerland,2017,Articles of rare earths/metals nes,Import,5287864.76698986
3412,Switzerland,2017,Articles of rare earths/metals nes,Export,611305.10715022
3413,Switzerland,2016,Articles of rare earths/metals nes,Import,6741977.0
3414,Switzerland,2016,Articles of rare earths/metals nes,Export,250180.0
3415,Switzerland,2015,Articles of rare earths/metals nes,Import,5516294.0
3416,Switzerland,2015,Articles of rare earths/metals nes,Export,448164.0
3417,Switzerland,2014,Articles of rare earths/metals nes,Import,5921042.0
3418,Switzerland,2014,Articles of rare earths/metals nes,Export,320755.0
3419,Switzerland,2013,Articles of rare earths/metals nes,Import,3714681.0
3420,Switzerland,2013,Articles of rare earths/metals nes,Export,706491.0
3421,Switzerland,2012,Articles of rare earths/metals nes,Import,2055741.0
3422,Switzerland,2012,Articles of rare earths/metals nes,Export,390490.0
3423,Switzerland,2011,Articles of rare earths/metals nes,Import,2667548.0
3424,Switzerland,2011,Articles of rare earths/metals nes,Export,1215224.0
3425,Switzerland,2010,Articles of rare earths/metals nes,Import,3030310.0
3426,Switzerland,2010,Articles of rare earths/metals nes,Export,987627.0
3427,Switzerland,2009,Articles of rare earths/metals nes,Import,2240203.0
3428,Switzerland,2009,Articles of rare earths/metals nes,Export,1118250.0
3429,Switzerland,2008,Articles of rare earths/metals nes,Import,3847369.0
3430,Switzerland,2008,Articles of rare earths/metals nes,Export,3006929.0
3431,Switzerland,2007,Articles of rare earths/metals nes,Import,2850329.0
3432,Switzerland,2007,Articles of rare earths/metals nes,Export,2746080.0
3433,Switzerland,2006,Articles of rare earths/metals nes,Import,1332461.0
3434,Switzerland,2006,Articles of rare earths/metals nes,Export,3807734.0
3435,Switzerland,2005,Articles of rare earths/metals nes,Import,1046274.0
3436,Switzerland,2005,Articles of rare earths/metals nes,Export,1505227.0
3437,Switzerland,2004,Articles of rare earths/metals nes,Import,2112418.0
3438,Switzerland,2004,Articles of rare earths/metals nes,Export,1109514.0
3439,Switzerland,2003,Articles of rare earths/metals nes,Import,1098843.0
3440,Switzerland,2003,Articles of rare earths/metals nes,Export,1677069.0
3441,Switzerland,2002,Articles of rare earths/metals nes,Import,988495.0
3442,Switzerland,2002,Articles of rare earths/metals nes,Export,614492.0
3443,Switzerland,2001,Articles of rare earths/metals nes,Import,403971.0
3444,Switzerland,2001,Articles of rare earths/metals nes,Export,515900.0
3445,Switzerland,2000,Articles of rare earths/metals nes,Import,338401.0
3446,Switzerland,2000,Articles of rare earths/metals nes,Export,578854.0
3447,Switzerland,1999,Articles of rare earths/metals nes,Import,278287.0
3448,Switzerland,1999,Articles of rare earths/metals nes,Export,911027.0
3449,Switzerland,1998,Articles of rare earths/metals nes,Import,182887.0
3450,Switzerland,1998,Articles of rare earths/metals nes,Export,927214.0
3451,Switzerland,1997,Articles of rare earths/metals nes,Import,167068.0
3452,Switzerland,1997,Articles of rare earths/metals nes,Export,991053.0
3453,Switzerland,1996,Articles of rare earths/metals nes,Import,125995.0
3454,Switzerland,1996,Articles of rare earths/metals nes,Export,344075.0
3455,Switzerland,1995,Articles of rare earths/metals nes,Import,320634.0
3456,Switzerland,1995,Articles of rare earths/metals nes,Export,316675.0
3457,Switzerland,1994,Articles of rare earths/metals nes,Import,229950.0
3458,Switzerland,1994,Articles of rare earths/metals nes,Export,116176.0
3459,Switzerland,1993,Articles of rare earths/metals nes,Import,244935.0
3460,Switzerland,1993,Articles of rare earths/metals nes,Export,104897.0
3461,Switzerland,1992,Articles of rare earths/metals nes,Import,310566.0
3462,Switzerland,1992,Articles of rare earths/metals nes,Export,94274.0
3463,Switzerland,1991,Articles of rare earths/metals nes,Export,73170.0
3464,Switzerland,1991,Articles of rare earths/metals nes,Import,271402.0
3465,Switzerland,1990,Articles of rare earths/metals nes,Import,178983.0
3466,Switzerland,1990,Articles of rare earths/metals nes,Export,99487.0
3467,Switzerland,1989,Articles of rare earths/metals nes,Import,111568.0
3468,Switzerland,1989,Articles of rare earths/metals nes,Export,4352372.0
3469,Switzerland,1988,Articles of rare earths/metals nes,Import,512420.0
3470,Switzerland,1988,Articles of rare earths/metals nes,Export,4869850.0
3471,Syria,2010,Articles of rare earths/metals nes,Import,25262.0
3472,Syria,2009,Articles of rare earths/metals nes,Import,14915.0
3473,Syria,2003,Articles of rare earths/metals nes,Import,40624.0
3474,TFYR of Macedonia,2007,Articles of rare earths/metals nes,Import,453.0
3475,TFYR of Macedonia,2005,Articles of rare earths/metals nes,Import,514.0
3476,TFYR of Macedonia,2005,Articles of rare earths/metals nes,Export,45174.0
3477,TFYR of Macedonia,1996,Articles of rare earths/metals nes,Import,4157.0
3478,TFYR of Macedonia,1994,Articles of rare earths/metals nes,Import,8002.0
3479,Thailand,2018,Articles of rare earths/metals nes,Import,4150655.71
3480,Thailand,2018,Articles of rare earths/metals nes,Export,2191673.88
3481,Thailand,2017,Articles of rare earths/metals nes,Import,1281869.74
3482,Thailand,2017,Articles of rare earths/metals nes,Export,227607.8
3483,Thailand,2016,Articles of rare earths/metals nes,Import,828380.55
3484,Thailand,2016,Articles of rare earths/metals nes,Export,144450.32
3485,Thailand,2016,Articles of rare earths/metals nes,Re-Export,29599.98
3486,Thailand,2016,Articles of rare earths/metals nes,Re-Import,26599.99
3487,Thailand,2015,Articles of rare earths/metals nes,Import,1077154.65
3488,Thailand,2015,Articles of rare earths/metals nes,Export,13518.57
3489,Thailand,2014,Articles of rare earths/metals nes,Import,1071069.0
3490,Thailand,2014,Articles of rare earths/metals nes,Export,58323.0
3491,Thailand,2013,Articles of rare earths/metals nes,Export,27.0
3492,Thailand,2013,Articles of rare earths/metals nes,Import,909144.0
3493,Thailand,2012,Articles of rare earths/metals nes,Re-Import,49.0
3494,Thailand,2012,Articles of rare earths/metals nes,Import,299195.0
3495,Thailand,2012,Articles of rare earths/metals nes,Export,60739.0
3496,Thailand,2011,Articles of rare earths/metals nes,Import,973647.0
3497,Thailand,2011,Articles of rare earths/metals nes,Export,7320.0
3498,Thailand,2010,Articles of rare earths/metals nes,Import,1083070.0
3499,Thailand,2010,Articles of rare earths/metals nes,Export,45861.0
3500,Thailand,2009,Articles of rare earths/metals nes,Import,383937.0
3501,Thailand,2009,Articles of rare earths/metals nes,Export,8773.0
3502,Thailand,2008,Articles of rare earths/metals nes,Import,528392.0
3503,Thailand,2008,Articles of rare earths/metals nes,Export,4243.0
3504,Thailand,2007,Articles of rare earths/metals nes,Import,409172.0
3505,Thailand,2007,Articles of rare earths/metals nes,Export,2171.0
3506,Thailand,2006,Articles of rare earths/metals nes,Import,214438.0
3507,Thailand,2006,Articles of rare earths/metals nes,Export,31304.0
3508,Thailand,2005,Articles of rare earths/metals nes,Import,34783.0
3509,Thailand,2004,Articles of rare earths/metals nes,Import,13410.0
3510,Thailand,2004,Articles of rare earths/metals nes,Export,50.0
3511,Thailand,2003,Articles of rare earths/metals nes,Import,25043.0
3512,Thailand,2002,Articles of rare earths/metals nes,Import,68815.0
3513,Thailand,2002,Articles of rare earths/metals nes,Export,36434.0
3514,Thailand,2001,Articles of rare earths/metals nes,Import,128356.0
3515,Thailand,2000,Articles of rare earths/metals nes,Import,10498.0
3516,Thailand,2000,Articles of rare earths/metals nes,Export,126.0
3517,Thailand,1999,Articles of rare earths/metals nes,Import,17624.0
3518,Thailand,1999,Articles of rare earths/metals nes,Export,343.0
3519,Thailand,1998,Articles of rare earths/metals nes,Import,6172.0
3520,Thailand,1998,Articles of rare earths/metals nes,Export,16.0
3521,Thailand,1997,Articles of rare earths/metals nes,Import,13693.0
3522,Thailand,1996,Articles of rare earths/metals nes,Import,51002.0
3523,Thailand,1995,Articles of rare earths/metals nes,Import,29373.0
3524,Thailand,1995,Articles of rare earths/metals nes,Export,173.0
3525,Thailand,1994,Articles of rare earths/metals nes,Import,176.0
3526,Thailand,1994,Articles of rare earths/metals nes,Export,3588.0
3527,Thailand,1993,Articles of rare earths/metals nes,Import,2476.0
3528,Thailand,1992,Articles of rare earths/metals nes,Import,7418.0
3529,Thailand,1991,Articles of rare earths/metals nes,Import,39.0
3530,Thailand,1990,Articles of rare earths/metals nes,Import,4907.0
3531,Thailand,1989,Articles of rare earths/metals nes,Import,67.0
3532,Thailand,1988,Articles of rare earths/metals nes,Import,1150.0
3533,Timor-Leste,2017,Articles of rare earths/metals nes,Import,5917.74
3534,Timor-Leste,2017,Articles of rare earths/metals nes,Export,4198.79
3535,Timor-Leste,2013,Articles of rare earths/metals nes,Import,67231.0
3536,Timor-Leste,2005,Articles of rare earths/metals nes,Import,38512.0
3537,Timor-Leste,2005,Articles of rare earths/metals nes,Export,4575.0
3538,Timor-Leste,2005,Articles of rare earths/metals nes,Re-Export,4575.0
3539,Timor-Leste,2004,Articles of rare earths/metals nes,Import,1651.0
3540,Timor-Leste,2004,Articles of rare earths/metals nes,Export,1063476.0
3541,Timor-Leste,2004,Articles of rare earths/metals nes,Re-Export,1063476.0
3542,Togo,2007,Articles of rare earths/metals nes,Import,8576.0
3543,Togo,1998,Articles of rare earths/metals nes,Import,213.0
3544,Trinidad and Tobago,2014,Articles of rare earths/metals nes,Import,5490.0
3545,Trinidad and Tobago,2013,Articles of rare earths/metals nes,Import,74.0
3546,Trinidad and Tobago,2011,Articles of rare earths/metals nes,Import,191.0
3547,Trinidad and Tobago,2010,Articles of rare earths/metals nes,Import,501.0
3548,Trinidad and Tobago,2007,Articles of rare earths/metals nes,Import,56.0
3549,Trinidad and Tobago,2006,Articles of rare earths/metals nes,Import,2699.0
3550,Trinidad and Tobago,2004,Articles of rare earths/metals nes,Import,110.0
3551,Trinidad and Tobago,2003,Articles of rare earths/metals nes,Import,1926.0
3552,Trinidad and Tobago,2000,Articles of rare earths/metals nes,Import,27908.0
3553,Trinidad and Tobago,1997,Articles of rare earths/metals nes,Import,13.0
3554,Trinidad and Tobago,1995,Articles of rare earths/metals nes,Import,109.0
3555,Trinidad and Tobago,1993,Articles of rare earths/metals nes,Import,138.0
3556,Trinidad and Tobago,1991,Articles of rare earths/metals nes,Import,112.0
3557,Tunisia,2017,Articles of rare earths/metals nes,Export,5693.884826325
3558,Tunisia,2016,Articles of rare earths/metals nes,Export,210.0
3559,Tunisia,2015,Articles of rare earths/metals nes,Import,1022.0
3560,Tunisia,2015,Articles of rare earths/metals nes,Export,6654.0
3561,Tunisia,2014,Articles of rare earths/metals nes,Import,90.0
3562,Tunisia,2013,Articles of rare earths/metals nes,Import,100.0
3563,Tunisia,2012,Articles of rare earths/metals nes,Import,1222.0
3564,Tunisia,2011,Articles of rare earths/metals nes,Import,304.0
3565,Tunisia,2010,Articles of rare earths/metals nes,Import,920.0
3566,Tunisia,2008,Articles of rare earths/metals nes,Import,588.0
3567,Tunisia,1999,Articles of rare earths/metals nes,Import,8.0
3568,Tunisia,1998,Articles of rare earths/metals nes,Import,822.0
3569,Tunisia,1997,Articles of rare earths/metals nes,Import,742.0
3570,Tunisia,1996,Articles of rare earths/metals nes,Import,1354.0
3571,Tunisia,1995,Articles of rare earths/metals nes,Import,6.0
3572,Tunisia,1993,Articles of rare earths/metals nes,Import,21170.0
3573,Turkey,2018,Articles of rare earths/metals nes,Import,2904815.0
3574,Turkey,2018,Articles of rare earths/metals nes,Export,3394.0
3575,Turkey,2017,Articles of rare earths/metals nes,Import,1496478.0
3576,Turkey,2017,Articles of rare earths/metals nes,Export,17991.0
3577,Turkey,2016,Articles of rare earths/metals nes,Import,2440734.0
3578,Turkey,2016,Articles of rare earths/metals nes,Export,20719.0
3579,Turkey,2015,Articles of rare earths/metals nes,Import,1180845.0
3580,Turkey,2015,Articles of rare earths/metals nes,Export,315.0
3581,Turkey,2014,Articles of rare earths/metals nes,Import,560258.0
3582,Turkey,2014,Articles of rare earths/metals nes,Export,722.0
3583,Turkey,2013,Articles of rare earths/metals nes,Import,477168.0
3584,Turkey,2013,Articles of rare earths/metals nes,Export,424.0
3585,Turkey,2012,Articles of rare earths/metals nes,Import,780864.0
3586,Turkey,2012,Articles of rare earths/metals nes,Export,4487.0
3587,Turkey,2011,Articles of rare earths/metals nes,Import,711673.0
3588,Turkey,2010,Articles of rare earths/metals nes,Import,981374.0
3589,Turkey,2010,Articles of rare earths/metals nes,Export,3344.0
3590,Turkey,2009,Articles of rare earths/metals nes,Import,3914025.0
3591,Turkey,2009,Articles of rare earths/metals nes,Export,67997.0
3592,Turkey,2008,Articles of rare earths/metals nes,Import,3405198.0
3593,Turkey,2008,Articles of rare earths/metals nes,Export,2601.0
3594,Turkey,2007,Articles of rare earths/metals nes,Import,816407.0
3595,Turkey,2007,Articles of rare earths/metals nes,Export,4967.0
3596,Turkey,2006,Articles of rare earths/metals nes,Import,64058.0
3597,Turkey,2005,Articles of rare earths/metals nes,Import,159585.0
3598,Turkey,2004,Articles of rare earths/metals nes,Import,72884.0
3599,Turkey,2004,Articles of rare earths/metals nes,Export,243.0
3600,Turkey,2003,Articles of rare earths/metals nes,Import,14374.0
3601,Turkey,2002,Articles of rare earths/metals nes,Import,2705.0
3602,Turkey,2001,Articles of rare earths/metals nes,Import,13431.0
3603,Turkey,2001,Articles of rare earths/metals nes,Export,34.0
3604,Turkey,2000,Articles of rare earths/metals nes,Import,17935.0
3605,Turkey,2000,Articles of rare earths/metals nes,Export,32.0
3606,Turkey,1999,Articles of rare earths/metals nes,Import,11078.0
3607,Turkey,1998,Articles of rare earths/metals nes,Import,9486.0
3608,Turkey,1997,Articles of rare earths/metals nes,Import,10286.0
3609,Turkey,1996,Articles of rare earths/metals nes,Import,16878.0
3610,Turkey,1996,Articles of rare earths/metals nes,Export,805.0
3611,Turkey,1995,Articles of rare earths/metals nes,Import,82.0
3612,Turkey,1994,Articles of rare earths/metals nes,Import,3760.0
3613,Turkey,1993,Articles of rare earths/metals nes,Import,4623.0
3614,Turkey,1992,Articles of rare earths/metals nes,Import,2562.0
3615,Turkey,1991,Articles of rare earths/metals nes,Import,3919.0
3616,Turkey,1990,Articles of rare earths/metals nes,Import,4556.0
3617,Uganda,2018,Articles of rare earths/metals nes,Import,7612.5
3618,Uganda,2014,Articles of rare earths/metals nes,Export,2532.0
3619,Uganda,2014,Articles of rare earths/metals nes,Re-Export,2500.0
3620,Uganda,2013,Articles of rare earths/metals nes,Import,2599.0
3621,Uganda,2013,Articles of rare earths/metals nes,Export,7715.0
3622,Uganda,2013,Articles of rare earths/metals nes,Re-Export,5000.0
3623,Uganda,2012,Articles of rare earths/metals nes,Import,8465.0
3624,Uganda,2012,Articles of rare earths/metals nes,Export,331091.0
3625,Uganda,2011,Articles of rare earths/metals nes,Import,2451.0
3626,Uganda,2011,Articles of rare earths/metals nes,Export,1405.0
3627,Uganda,2010,Articles of rare earths/metals nes,Import,3065.0
3628,Uganda,2010,Articles of rare earths/metals nes,Export,1810.0
3629,Uganda,2010,Articles of rare earths/metals nes,Re-Export,816.0
3630,Uganda,2009,Articles of rare earths/metals nes,Import,1979.0
3631,Uganda,2008,Articles of rare earths/metals nes,Import,5.0
3632,Uganda,2007,Articles of rare earths/metals nes,Import,734.0
3633,Uganda,2007,Articles of rare earths/metals nes,Export,19.0
3634,Uganda,2007,Articles of rare earths/metals nes,Re-Export,19.0
3635,Uganda,2006,Articles of rare earths/metals nes,Import,1013.0
3636,Uganda,2005,Articles of rare earths/metals nes,Import,90.0
3637,Uganda,2004,Articles of rare earths/metals nes,Import,1885.0
3638,Uganda,2003,Articles of rare earths/metals nes,Import,538.0
3639,Uganda,2002,Articles of rare earths/metals nes,Import,1705.0
3640,Uganda,2001,Articles of rare earths/metals nes,Import,738.0
3641,Uganda,1996,Articles of rare earths/metals nes,Import,62.0
3642,Uganda,1995,Articles of rare earths/metals nes,Import,919.0
3643,Uganda,1994,Articles of rare earths/metals nes,Import,28.0
3644,Ukraine,2018,Articles of rare earths/metals nes,Import,295298.37
3645,Ukraine,2018,Articles of rare earths/metals nes,Export,4091168.95
3646,Ukraine,2017,Articles of rare earths/metals nes,Import,155222.05
3647,Ukraine,2017,Articles of rare earths/metals nes,Export,5310994.46
3648,Ukraine,2016,Articles of rare earths/metals nes,Import,276253.18
3649,Ukraine,2016,Articles of rare earths/metals nes,Export,2968714.9
3650,Ukraine,2015,Articles of rare earths/metals nes,Import,568090.0
3651,Ukraine,2015,Articles of rare earths/metals nes,Export,2231736.0
3652,Ukraine,2014,Articles of rare earths/metals nes,Import,170091.0
3653,Ukraine,2014,Articles of rare earths/metals nes,Export,2405156.0
3654,Ukraine,2013,Articles of rare earths/metals nes,Import,593460.0
3655,Ukraine,2013,Articles of rare earths/metals nes,Export,5013506.0
3656,Ukraine,2012,Articles of rare earths/metals nes,Import,440249.0
3657,Ukraine,2012,Articles of rare earths/metals nes,Export,2065707.0
3658,Ukraine,2011,Articles of rare earths/metals nes,Import,442544.0
3659,Ukraine,2011,Articles of rare earths/metals nes,Export,7583889.0
3660,Ukraine,2010,Articles of rare earths/metals nes,Import,726388.0
3661,Ukraine,2010,Articles of rare earths/metals nes,Export,5698901.0
3662,Ukraine,2009,Articles of rare earths/metals nes,Import,601872.0
3663,Ukraine,2009,Articles of rare earths/metals nes,Export,3293873.0
3664,Ukraine,2008,Articles of rare earths/metals nes,Import,134780.0
3665,Ukraine,2008,Articles of rare earths/metals nes,Export,2716010.0
3666,Ukraine,2007,Articles of rare earths/metals nes,Import,1017773.0
3667,Ukraine,2007,Articles of rare earths/metals nes,Export,2450702.0
3668,Ukraine,2006,Articles of rare earths/metals nes,Import,121075.0
3669,Ukraine,2006,Articles of rare earths/metals nes,Export,3667468.0
3670,Ukraine,2005,Articles of rare earths/metals nes,Import,200.0
3671,Ukraine,2005,Articles of rare earths/metals nes,Export,6826635.0
